id,season,match_no,date,player_name,O,M,R,W,ECON,WD,NB
114,2012/13,33rd, Feb 9 2013,Kevon Cooper,4,0,27,2,6.75,0,0
119,2012/13,28th, Feb 5 2013,Mashrafe Mortaza,4,0,20,2,5.00,0,0
118,2012/13,29th, Feb 7 2013,Enamul Haque jnr,3,0,14,3,4.66,0,0
120,2012/13,27th, Feb 5 2013,Bishawnath Halder,1,0,11,0,11.00,0,0
113,2012/13,34th, Feb 9 2013,Elias Sunny,1,0,11,0,11.00,1,0
19,2012/13,38th,Feb 12 2013,Mosharraf Hossain,3.3,0,34,1,9.71,0,0
11,2012/13,Semi-Final,Feb 18 2013,Mahmudullah,2,0,10,0,5.00,0,0
110,2012/13,37th,Feb 12 2013,Sohag Gazi,4,0,26,1,6.50,0,0
545,2018/19,1st, Jan 5 2019,Mashrafe Mortaza,4,0,24,2,6.00,1,0
544,2018/19,2nd, Jan 5 2019,Qais Ahmad,4,0,29,1,7.25,0,0
543,2018/19,3rd, Jan 6 2019,Mohammad Shahid,3,0,22,2,7.33,0,0
15,2012/13,42nd,Feb 14 2013,Alfonso Thomas,4,0,34,2,8.50,1,0
14,2012/13,Race,Feb 15 2013,Mashrafe Mortaza,4,0,40,2,10.00,2,2
16,2012/13,41st,Feb 14 2013,Al-Amin Hossain,3,0,16,1,5.33,1,0
13,2012/13,Elimination,Feb 16 2013,Mahmudullah,2,0,6,2,3.00,0,0
121,2012/13,26th, Feb 4 2013,Sunzamul Islam,1,0,12,0,12.00,0,0
17,2012/13,40th,Feb 13 2013,Alauddin Babu,3,0,27,0,9.00,0,0
111,2012/13,36th,Feb 11 2013,Fidel Edwards,3,0,25,1,8.33,0,0
112,2012/13,35th,Feb 11 2013,Shapoor Zadran,3,0,32,1,10.66,0,0
117,2012/13,30th, Feb 7 2013,Murad Khan,4,0,50,0,12.50,1,0
18,2012/13,39th,Feb 13 2013,Arafat Sunny,2,0,16,0,8.00,0,0
114,2012/13,33rd, Feb 9 2013,Enamul Haque jnr,4,0,34,0,8.50,0,0
119,2012/13,28th, Feb 5 2013,Alfonso Thomas,3,0,23,0,7.66,0,0
113,2012/13,34th, Feb 9 2013,Farveez Maharoof,2,0,19,0,9.50,0,0
19,2012/13,38th,Feb 12 2013,Chris Liddle,2,0,22,0,11.00,0,0
11,2012/13,Semi-Final,Feb 18 2013,Ravi Bopara,2,0,21,1,10.50,1,0
110,2012/13,37th,Feb 12 2013,Mohammad Nabi,4,0,28,3,7.00,1,0
545,2018/19,1st, Jan 5 2019,Sohag Gazi,3,0,18,0,6.00,1,0
544,2018/19,2nd, Jan 5 2019,Mohammad Hafeez,3,0,15,1,5.00,0,0
543,2018/19,3rd, Jan 6 2019,Shahid Afridi,4,1,29,1,7.25,0,0
15,2012/13,42nd,Feb 14 2013,Shakib Al Hasan,4,0,25,2,6.25,0,0
14,2012/13,Race,Feb 15 2013,Alfonso Thomas,4,0,30,1,7.50,3,0
16,2012/13,41st,Feb 14 2013,Elias Sunny,3,0,15,0,5.00,0,0
13,2012/13,Elimination,Feb 16 2013,Isuru Udana,3.2,0,23,1,6.90,1,0
121,2012/13,26th, Feb 4 2013,Farhad Reza,2,0,27,1,13.50,0,0
17,2012/13,40th,Feb 13 2013,Alok Kapali,2,0,20,0,10.00,0,0
111,2012/13,36th,Feb 11 2013,Abdur Razzak,3,0,30,2,10.00,1,0
112,2012/13,35th,Feb 11 2013,Samiullah Shinwari,4,0,33,1,8.25,0,0
18,2012/13,39th,Feb 13 2013,Rubel Hossain,3,0,23,2,7.66,0,0
119,2012/13,28th, Feb 5 2013,Saqlain Sajib,4,0,29,1,7.25,1,0
113,2012/13,34th, Feb 9 2013,Alok Kapali,1,0,18,0,18.00,0,0
11,2012/13,Semi-Final,Feb 18 2013,Sohag Gazi,4,0,18,1,4.50,0,0
110,2012/13,37th,Feb 12 2013,Sohrawordi Shuvo,4,0,26,0,6.50,0,0
545,2018/19,1st, Jan 5 2019,Shafiul Islam,2.1,0,19,1,8.76,1,0
544,2018/19,2nd, Jan 5 2019,Arafat Sunny,3,0,23,2,7.66,1,0
543,2018/19,3rd, Jan 6 2019,Mohammad Saifuddin,3,0,13,2,4.33,2,0
15,2012/13,42nd,Feb 14 2013,Darren Stevens,1,0,10,0,10.00,0,0
14,2012/13,Race,Feb 15 2013,Shakib Al Hasan,4,0,29,1,7.25,0,0
16,2012/13,41st,Feb 14 2013,Nazmul Islam,4,0,19,2,4.75,0,0
13,2012/13,Elimination,Feb 16 2013,Sean Ervine,1,0,6,0,6.00,0,0
17,2012/13,40th,Feb 13 2013,Elias Sunny,4,0,28,2,7.00,0,0
111,2012/13,36th,Feb 11 2013,Kevin O'Brien,3,0,17,3,5.66,0,0
112,2012/13,35th,Feb 11 2013,Jehan Mubarak,1,0,8,1,8.00,0,0
18,2012/13,39th,Feb 13 2013,Mahmudullah,4,0,35,1,8.75,0,0
119,2012/13,28th, Feb 5 2013,Chris Liddle,2,0,17,0,8.50,0,0
113,2012/13,34th, Feb 9 2013,Shuvagata Hom,1,0,5,1,5.00,0,0
11,2012/13,Semi-Final,Feb 18 2013,Elton Chigumbura,4,0,43,1,10.75,0,0
110,2012/13,37th,Feb 12 2013,Bishawnath Halder,4,0,22,0,5.50,1,0
545,2018/19,1st, Jan 5 2019,Nazmul Islam,4,0,17,1,4.25,1,0
544,2018/19,2nd, Jan 5 2019,Andre Russell,2,0,12,1,6.00,2,0
543,2018/19,3rd, Jan 6 2019,Taskin Ahmed,4,0,31,0,7.75,0,0
15,2012/13,42nd,Feb 14 2013,Chris Liddle,2,0,26,0,13.00,0,0
14,2012/13,Race,Feb 15 2013,Mosharraf Hossain,4,0,40,1,10.00,0,0
16,2012/13,41st,Feb 14 2013,Farveez Maharoof,4,0,30,2,7.50,0,0
13,2012/13,Elimination,Feb 16 2013,Monir Hossain,3,0,21,1,7.00,1,0
111,2012/13,36th,Feb 11 2013,Danza Hyatt,4,0,35,0,8.75,1,0
112,2012/13,35th,Feb 11 2013,Noor Hossain,4,0,24,0,6.00,0,0
18,2012/13,39th,Feb 13 2013,Enamul Haque jnr,3,0,29,0,9.66,0,0
119,2012/13,28th, Feb 5 2013,Shakib Al Hasan,4,0,19,3,4.75,0,0
11,2012/13,Semi-Final,Feb 18 2013,Mohammad Nabi,4,0,42,2,10.50,0,0
110,2012/13,37th,Feb 12 2013,Elton Chigumbura,2,0,18,2,9.00,0,0
545,2018/19,1st, Jan 5 2019,Benny Howell,4,0,13,1,3.25,0,0
544,2018/19,2nd, Jan 5 2019,Mohor Sheikh,4,0,24,2,6.00,2,0
543,2018/19,3rd, Jan 6 2019,Mohammad Irfan,4,0,19,1,4.75,1,0
15,2012/13,42nd,Feb 14 2013,Mosharraf Hossain,4,0,19,2,4.75,1,0
14,2012/13,Race,Feb 15 2013,Saqlain Sajib,3,0,32,0,10.66,0,0
16,2012/13,41st,Feb 14 2013,Azhar Mahmood,2,1,8,1,4.00,0,0
13,2012/13,Elimination,Feb 16 2013,Naeem Islam jnr,4,0,25,2,6.25,0,0
111,2012/13,36th,Feb 11 2013,Saju Datta,4,0,37,2,9.25,0,0
112,2012/13,35th,Feb 11 2013,Sunzamul Islam,3.2,0,33,1,9.90,0,0
18,2012/13,39th,Feb 13 2013,Kevon Cooper,4,0,18,1,4.50,0,0
119,2012/13,28th, Feb 5 2013,Tillakaratne Dilshan,2,0,11,0,5.50,0,0
11,2012/13,Semi-Final,Feb 18 2013,Sajedul Islam,1.1,0,19,0,16.28,1,1
545,2018/19,1st, Jan 5 2019,Farhad Reza,2,0,10,1,5.00,0,0
544,2018/19,2nd, Jan 5 2019,Shakib Al Hasan,2,0,11,1,5.50,0,0
543,2018/19,3rd, Jan 6 2019,Al-Amin Hossain,4,0,27,2,6.75,1,0
15,2012/13,42nd,Feb 14 2013,Tillakaratne Dilshan,2,0,6,2,3.00,0,0
13,2012/13,Elimination,Feb 16 2013,Muktar Ali,4,0,20,1,5.00,0,0
111,2012/13,36th,Feb 11 2013,Nasir Hossain,1.4,0,15,1,9.00,0,0
119,2012/13,28th, Feb 5 2013,Mohammad Ashraful,0.5,0,9,2,10.80,0,0
11,2012/13,Semi-Final,Feb 18 2013,Sohrawordi Shuvo,4,0,17,1,4.25,0,0
544,2018/19,2nd, Jan 5 2019,Rubel Hossain,3,0,7,3,2.33,0,0
543,2018/19,3rd, Jan 6 2019,Afif Hossain,1,0,7,0,7.00,0,0
13,2012/13,Elimination,Feb 16 2013,Dilshan Munaweera,1,0,5,0,5.00,0,0
11,2012/13,Semi-Final,Feb 18 2013,Nazmul Hossain,2,0,9,2,4.50,0,0
544,2018/19,2nd, Jan 5 2019,Sunil Narine,2,0,14,0,7.00,1,0
543,2018/19,3rd, Jan 6 2019,Alok Kapali,2.5,0,24,0,8.47,0,1
544,2018/19,2nd, Jan 5 2019,Shuvagata Hom,3.2,0,16,1,4.80,0,0
543,2018/19,3rd, Jan 6 2019,Sandeep Lamichhane,4,0,16,2,4.00,2,0
544,2018/19,2nd, Jan 5 2019,Kieron Pollard,2,0,22,1,11.00,1,0
540,2018/19,6th, Jan 8 2019,Mashrafe Mortaza,4,1,11,4,2.75,1,0
540,2018/19,6th, Jan 8 2019,Sohag Gazi,2,0,7,0,3.50,3,0
538,2018/19,8th, Jan 9 2019,Arafat Sunny,3,0,19,1,6.33,0,0
537,2018/19,9th,Jan 11 2019,Mashrafe Mortaza,4,0,22,1,5.50,1,0
536,2018/19,10th,Jan 11 2019,Abu Hider,2.5,0,37,2,13.05,3,1
542,2018/19,4th, Jan 6 2019,Taijul Islam,3,0,18,0,6.00,0,0
540,2018/19,6th, Jan 8 2019,Shafiul Islam,2,1,8,2,4.00,0,0
541,2018/19,5th, Jan 8 2019,Ali Khan,3,0,26,1,8.66,2,0
538,2018/19,8th, Jan 9 2019,Mohammad Hafeez,1,0,13,0,13.00,0,0
537,2018/19,9th,Jan 11 2019,Sohag Gazi,3,0,28,2,9.33,0,0
536,2018/19,10th,Jan 11 2019,Mahedi Hasan,4,0,22,0,5.50,1,0
539,2018/19,7th, Jan 9 2019,Robbie Frylinck,4,0,26,3,6.50,1,0
542,2018/19,4th, Jan 6 2019,Ali Khan,4,1,35,1,8.75,1,0
535,2018/19,11th,Jan 12 2019,Robbie Frylinck,4,0,32,1,8.00,1,0
540,2018/19,6th, Jan 8 2019,Nazmul Islam,3.2,1,20,3,6.00,0,0
541,2018/19,5th, Jan 8 2019,Shoriful Islam,3,0,50,0,16.66,1,0
538,2018/19,8th, Jan 9 2019,Isuru Udana,4,1,15,3,3.75,0,0
527,2018/19,19th,Jan 18 2019,Andre Russell,3,1,20,1,6.66,0,0
537,2018/19,9th,Jan 11 2019,Shafiul Islam,4,0,35,3,8.75,3,0
536,2018/19,10th,Jan 11 2019,Mohammad Saifuddin,3,0,25,2,8.33,1,1
531,2018/19,15th,Jan 15 2019,Kamrul Islam,3,0,16,0,5.33,1,0
533,2018/19,13th,Jan 13 2019,Sohag Gazi,3,0,25,1,8.33,1,0
539,2018/19,7th, Jan 9 2019,Nayeem Hasan,4,0,20,1,5.00,0,0
542,2018/19,4th, Jan 6 2019,Shoriful Islam,4,0,30,0,7.50,0,0
535,2018/19,11th,Jan 12 2019,Sunzamul Islam,4,0,37,2,9.25,1,0
540,2018/19,6th, Jan 8 2019,Farhad Reza,2,0,11,1,5.50,0,0
541,2018/19,5th, Jan 8 2019,David Wiese,4,0,24,2,6.00,2,0
538,2018/19,8th, Jan 9 2019,Mustafizur Rahman,4,0,18,2,4.50,0,0
527,2018/19,19th,Jan 18 2019,Andrew Birch,4,0,42,3,10.50,2,0
537,2018/19,9th,Jan 11 2019,Benny Howell,4,0,25,2,6.25,0,0
536,2018/19,10th,Jan 11 2019,Mohammad Shahid,1,0,12,0,12.00,0,0
531,2018/19,15th,Jan 15 2019,Isuru Udana,4,0,36,2,9.00,2,0
533,2018/19,13th,Jan 13 2019,Mashrafe Mortaza,4,0,22,2,5.50,0,0
532,2018/19,14th,Jan 13 2019,Robbie Frylinck,4,1,49,1,12.25,0,0
530,2018/19,16th,Jan 15 2019,Mohammad Saifuddin,4,1,18,1,4.50,3,0
529,2018/19,17th,Jan 16 2019,Andre Russell,3,1,17,1,5.66,0,0
528,2018/19,18th,Jan 16 2019,Mashrafe Mortaza,3,0,43,0,14.33,0,0
539,2018/19,7th, Jan 9 2019,Sikandar Raza,3,0,28,0,9.33,1,0
542,2018/19,4th, Jan 6 2019,Zahir Khan,4,0,30,1,7.50,0,0
535,2018/19,11th,Jan 12 2019,Nayeem Hasan,4,0,16,1,4.00,0,0
540,2018/19,6th, Jan 8 2019,Abu Hider,3,0,11,1,3.66,2,0
541,2018/19,5th, Jan 8 2019,Mahmudullah,3,0,26,1,8.66,1,0
538,2018/19,8th, Jan 9 2019,Qais Ahmad,4,0,24,1,6.00,1,0
527,2018/19,19th,Jan 18 2019,Shakib Al Hasan,4,0,34,2,8.50,0,0
537,2018/19,9th,Jan 11 2019,Farhad Reza,3,0,32,1,10.66,1,0
534,2018/19,12th,Jan 12 2019,Sohail Tanvir,4,0,21,1,5.25,2,1
536,2018/19,10th,Jan 11 2019,Liam Dawson,4,0,17,2,4.25,0,0
526,2018/19,20th,Jan 18 2019,Mohammad Saifuddin,4,0,29,1,7.25,3,0
531,2018/19,15th,Jan 15 2019,Mehidy Hasan Miraz,4,0,21,2,5.25,1,0
533,2018/19,13th,Jan 13 2019,Nahidul Islam,2,0,14,0,7.00,1,0
532,2018/19,14th,Jan 13 2019,Nayeem Hasan,4,0,20,0,5.00,0,0
530,2018/19,16th,Jan 15 2019,Mahedi Hasan,4,0,22,4,5.50,1,0
529,2018/19,17th,Jan 16 2019,Rubel Hossain,3,0,17,0,5.66,0,0
528,2018/19,18th,Jan 16 2019,Shafiul Islam,4,0,31,3,7.75,1,0
539,2018/19,7th, Jan 9 2019,Abu Jayed,3,0,34,0,11.33,1,0
542,2018/19,4th, Jan 6 2019,Carlos Brathwaite,4,0,39,1,9.75,1,0
535,2018/19,11th,Jan 12 2019,Mosaddek Hossain,1,0,7,0,7.00,0,0
540,2018/19,6th, Jan 8 2019,Mahedi Hasan,3,0,22,0,7.33,2,0
541,2018/19,5th, Jan 8 2019,Zahir Khan,4,0,35,0,8.75,0,0
538,2018/19,8th, Jan 9 2019,Mehidy Hasan Miraz,3,0,19,0,6.33,1,0
527,2018/19,19th,Jan 18 2019,Sunil Narine,4,0,32,1,8.00,0,0
537,2018/19,9th,Jan 11 2019,Andre Russell,3,0,26,1,8.66,1,0
534,2018/19,12th,Jan 12 2019,Taskin Ahmed,4,0,38,3,9.50,1,0
536,2018/19,10th,Jan 11 2019,Shahid Afridi,4,1,10,3,2.50,0,0
526,2018/19,20th,Jan 18 2019,Mahedi Hasan,4,0,37,0,9.25,0,0
531,2018/19,15th,Jan 15 2019,Mustafizur Rahman,4,0,21,1,5.25,1,0
533,2018/19,13th,Jan 13 2019,Nazmul Islam,2,0,14,0,7.00,0,0
532,2018/19,14th,Jan 13 2019,Abu Jayed,4,0,41,1,10.25,5,0
530,2018/19,16th,Jan 15 2019,Wahab Riaz,2.5,0,15,3,5.29,0,0
529,2018/19,17th,Jan 16 2019,Shakib Al Hasan,4,0,29,1,7.25,2,0
528,2018/19,18th,Jan 16 2019,Sohag Gazi,4,0,38,0,9.50,1,0
539,2018/19,7th, Jan 9 2019,Khaled Ahmed,3,0,33,1,11.00,1,0
542,2018/19,4th, Jan 6 2019,Mashrafe Mortaza,4,0,35,1,8.75,0,0
535,2018/19,11th,Jan 12 2019,Khaled Ahmed,4,0,28,1,7.00,0,0
540,2018/19,6th, Jan 8 2019,Mohammad Shahid,2,0,10,0,5.00,0,0
541,2018/19,5th, Jan 8 2019,Paul Stirling,1,0,2,2,2.00,0,0
538,2018/19,8th, Jan 9 2019,Soumya Sarkar,1,0,6,1,6.00,0,0
527,2018/19,19th,Jan 18 2019,Al Islam,1,0,2,0,2.00,0,0
537,2018/19,9th,Jan 11 2019,Rubel Hossain,3,0,26,0,8.66,1,0
534,2018/19,12th,Jan 12 2019,Al-Amin Hossain,3,0,26,1,8.66,1,0
536,2018/19,10th,Jan 11 2019,Mehidy Hasan Miraz,4,0,33,1,8.25,1,0
526,2018/19,20th,Jan 18 2019,Thisara Perera,2,0,20,0,10.00,1,0
531,2018/19,15th,Jan 15 2019,Arafat Sunny,4,0,25,2,6.25,3,0
533,2018/19,13th,Jan 13 2019,Benny Howell,3,0,20,0,6.66,0,0
532,2018/19,14th,Jan 13 2019,Khaled Ahmed,4,0,34,3,8.50,0,0
530,2018/19,16th,Jan 15 2019,Liam Dawson,3,1,4,2,1.33,0,0
529,2018/19,17th,Jan 16 2019,Sunil Narine,4,0,19,3,4.75,1,0
528,2018/19,18th,Jan 16 2019,Benny Howell,3,0,22,1,7.33,0,0
539,2018/19,7th, Jan 9 2019,Taskin Ahmed,4,0,28,4,7.00,0,0
542,2018/19,4th, Jan 6 2019,Sohag Gazi,3,0,21,0,7.00,1,0
535,2018/19,11th,Jan 12 2019,Abu Jayed,3,0,29,1,9.66,0,0
540,2018/19,6th, Jan 8 2019,Shahid Afridi,2,0,16,0,8.00,1,0
541,2018/19,5th, Jan 8 2019,Andre Russell,2,0,9,0,4.50,0,1
538,2018/19,8th, Jan 9 2019,Shoriful Islam,1,0,11,0,11.00,0,0
527,2018/19,19th,Jan 18 2019,Rubel Hossain,4,0,24,1,6.00,0,0
537,2018/19,9th,Jan 11 2019,Shuvagata Hom,2,0,27,1,13.50,1,0
534,2018/19,12th,Jan 12 2019,Nasir Hossain,1,0,11,0,11.00,0,0
536,2018/19,10th,Jan 11 2019,Mohammad Hafeez,3,0,20,0,6.66,0,0
526,2018/19,20th,Jan 18 2019,Wahab Riaz,4,0,34,2,8.50,0,0
531,2018/19,15th,Jan 15 2019,Junaid Khan,3.5,0,26,3,6.78,0,0
533,2018/19,13th,Jan 13 2019,Shafiul Islam,4,0,19,1,4.75,1,0
532,2018/19,14th,Jan 13 2019,Mosaddek Hossain,2,0,13,0,6.50,0,0
530,2018/19,16th,Jan 15 2019,Sohail Tanvir,3,1,10,1,3.33,0,0
529,2018/19,17th,Jan 16 2019,Asif Hasan,2,0,15,0,7.50,0,0
528,2018/19,18th,Jan 16 2019,Farhad Reza,2,0,9,0,4.50,0,0
539,2018/19,7th, Jan 9 2019,Mohammad Irfan,4,0,35,0,8.75,0,0
542,2018/19,4th, Jan 6 2019,Shafiul Islam,4,0,44,2,11.00,4,0
535,2018/19,11th,Jan 12 2019,Junaid Khan,4,0,24,1,6.00,0,0
540,2018/19,6th, Jan 8 2019,Mohammad Saifuddin,1,0,3,0,3.00,0,0
541,2018/19,5th, Jan 8 2019,Shakib Al Hasan,3,0,18,3,6.00,1,0
538,2018/19,8th, Jan 9 2019,Taijul Islam,3,0,22,1,7.33,0,0
527,2018/19,19th,Jan 18 2019,Taskin Ahmed,3,0,32,1,10.66,0,0
537,2018/19,9th,Jan 11 2019,Shakib Al Hasan,4,0,35,1,8.75,0,0
534,2018/19,12th,Jan 12 2019,Alok Kapali,2,0,13,1,6.50,1,0
536,2018/19,10th,Jan 11 2019,Arafat Sunny,1,0,7,0,7.00,0,0
526,2018/19,20th,Jan 18 2019,Liam Dawson,1,0,8,0,8.00,0,0
531,2018/19,15th,Jan 15 2019,David Wiese,3,0,28,1,9.33,0,0
533,2018/19,13th,Jan 13 2019,Farhad Reza,2,0,17,2,8.50,0,0
532,2018/19,14th,Jan 13 2019,Abu Hider,3,0,30,0,10.00,2,0
530,2018/19,16th,Jan 15 2019,Afif Hossain,1.1,0,10,0,8.57,0,0
529,2018/19,17th,Jan 16 2019,Al Islam,4,0,29,1,7.25,2,0
528,2018/19,18th,Jan 16 2019,Chris Gayle,3,0,35,0,11.66,0,0
539,2018/19,7th, Jan 9 2019,Nasir Hossain,1,0,10,0,10.00,0,0
542,2018/19,4th, Jan 6 2019,Nazmul Islam,2,0,12,0,6.00,1,0
535,2018/19,11th,Jan 12 2019,Carlos Brathwaite,4,0,30,2,7.50,1,0
541,2018/19,5th, Jan 8 2019,Sunil Narine,3,0,20,2,6.66,2,0
538,2018/19,8th, Jan 9 2019,Subashis Roy,2,0,13,0,6.50,1,0
527,2018/19,19th,Jan 18 2019,Mohammad Irfan,4,0,38,2,9.50,2,1
537,2018/19,9th,Jan 11 2019,Sunil Narine,4,0,40,2,10.00,0,0
534,2018/19,12th,Jan 12 2019,Sandeep Lamichhane,4,0,33,0,8.25,0,0
536,2018/19,10th,Jan 11 2019,Qais Ahmad,4,0,21,1,5.25,3,0
526,2018/19,20th,Jan 18 2019,Shahid Afridi,4,0,35,3,8.75,0,0
531,2018/19,15th,Jan 15 2019,Taijul Islam,4,0,10,3,2.50,0,0
533,2018/19,13th,Jan 13 2019,Kamrul Islam,2,0,22,2,11.00,1,0
532,2018/19,14th,Jan 13 2019,Mahedi Hasan,4,0,30,1,7.50,1,0
530,2018/19,16th,Jan 15 2019,Nabil Samad,3,0,15,0,5.00,1,0
529,2018/19,17th,Jan 16 2019,Isuru Udana,4,0,36,1,9.00,2,0
528,2018/19,18th,Jan 16 2019,Sohail Tanvir,4,0,22,1,5.50,1,0
539,2018/19,7th, Jan 9 2019,Al-Amin Hossain,4,0,57,0,14.25,2,0
542,2018/19,4th, Jan 6 2019,Farhad Reza,4,0,28,1,7.00,0,0
535,2018/19,11th,Jan 12 2019,Shoriful Islam,4,0,31,2,7.75,1,0
541,2018/19,5th, Jan 8 2019,Rubel Hossain,2,0,22,0,11.00,1,0
538,2018/19,8th, Jan 9 2019,David Wiese,3.5,0,28,0,7.30,1,0
527,2018/19,19th,Jan 18 2019,Sandeep Lamichhane,4,0,27,1,6.75,0,0
537,2018/19,9th,Jan 11 2019,Al Islam,4,0,26,4,6.50,0,0
534,2018/19,12th,Jan 12 2019,Afif Hossain,2,0,25,1,12.50,0,0
536,2018/19,10th,Jan 11 2019,Mustafizur Rahman,3.4,0,24,1,6.54,1,0
526,2018/19,20th,Jan 18 2019,Lasith Malinga,4,0,22,1,5.50,2,0
531,2018/19,15th,Jan 15 2019,Mahmudullah,4,1,12,2,3.00,0,0
533,2018/19,13th,Jan 13 2019,Mehidy Hasan Miraz,4,0,26,0,6.50,0,0
532,2018/19,14th,Jan 13 2019,Mohammad Saifuddin,4,0,45,3,11.25,0,2
530,2018/19,16th,Jan 15 2019,Taskin Ahmed,1,0,8,0,8.00,1,0
529,2018/19,17th,Jan 16 2019,Mehidy Hasan Miraz,3,0,18,2,6.00,0,0
528,2018/19,18th,Jan 16 2019,Mehedi Hasan Rana,4,0,40,2,10.00,1,0
539,2018/19,7th, Jan 9 2019,Sandeep Lamichhane,4,0,21,0,5.25,0,0
542,2018/19,4th, Jan 6 2019,Benny Howell,3,0,19,1,6.33,0,0
535,2018/19,11th,Jan 12 2019,Paul Stirling,1,0,9,0,9.00,0,0
541,2018/19,5th, Jan 8 2019,Shuvagata Hom,1,0,4,1,4.00,0,0
538,2018/19,8th, Jan 9 2019,Zahir Khan,4,0,18,1,4.50,1,0
527,2018/19,19th,Jan 18 2019,Al-Amin Hossain,3,0,30,0,10.00,1,0
534,2018/19,12th,Jan 12 2019,Shakib Al Hasan,4,0,34,2,8.50,1,0
526,2018/19,20th,Jan 18 2019,Mahmudullah,4,0,36,1,9.00,4,0
531,2018/19,15th,Jan 15 2019,Dawid Malan,4,0,21,0,5.25,0,0
533,2018/19,13th,Jan 13 2019,Isuru Udana,4,0,22,1,5.50,1,0
532,2018/19,14th,Jan 13 2019,Liam Dawson,2.4,0,34,0,12.75,0,0
530,2018/19,16th,Jan 15 2019,Alok Kapali,2,0,13,0,6.50,0,0
529,2018/19,17th,Jan 16 2019,Arafat Sunny,4,1,8,3,2.00,0,0
528,2018/19,18th,Jan 16 2019,Taskin Ahmed,4,0,34,2,8.50,2,0
539,2018/19,7th, Jan 9 2019,Afif Hossain,1,0,6,0,6.00,0,0
535,2018/19,11th,Jan 12 2019,Taijul Islam,4,0,23,1,5.75,1,0
541,2018/19,5th, Jan 8 2019,Mohor Sheikh,2,0,13,1,6.50,0,0
538,2018/19,8th, Jan 9 2019,Mahmudullah,2,0,11,0,5.50,2,0
534,2018/19,12th,Jan 12 2019,Shuvagata Hom,3,0,28,2,9.33,0,0
526,2018/19,20th,Jan 18 2019,Junaid Khan,4,0,32,4,8.00,0,0
533,2018/19,13th,Jan 13 2019,Mustafizur Rahman,4,0,17,0,4.25,0,0
532,2018/19,14th,Jan 13 2019,Shahid Afridi,4,0,15,1,3.75,0,0
529,2018/19,17th,Jan 16 2019,Kamrul Islam,4,0,24,1,6.00,0,0
528,2018/19,18th,Jan 16 2019,Afif Hossain,1,0,22,0,22.00,1,0
539,2018/19,7th, Jan 9 2019,Alok Kapali,2,0,6,2,3.00,0,0
535,2018/19,11th,Jan 12 2019,Dawid Malan,2,0,14,0,7.00,1,0
538,2018/19,8th, Jan 9 2019,Dawid Malan,1,0,6,0,6.00,0,0
534,2018/19,12th,Jan 12 2019,Sunil Narine,3,0,13,1,4.33,0,0
526,2018/19,20th,Jan 18 2019,Carlos Brathwaite,3.4,0,50,0,13.63,1,0
533,2018/19,13th,Jan 13 2019,Arafat Sunny,2,0,12,0,6.00,0,0
532,2018/19,14th,Jan 13 2019,Thisara Perera,2,0,28,1,14.00,0,0
529,2018/19,17th,Jan 16 2019,Mustafizur Rahman,4,0,19,1,4.75,0,0
528,2018/19,18th,Jan 16 2019,Sandeep Lamichhane,4,0,18,1,4.50,0,0
535,2018/19,11th,Jan 12 2019,Ariful Haque,1,0,18,1,18.00,0,0
538,2018/19,8th, Jan 9 2019,Paul Stirling,2,0,9,1,4.50,0,0
534,2018/19,12th,Jan 12 2019,Andre Russell,2,0,21,0,10.50,3,0
526,2018/19,20th,Jan 18 2019,Taijul Islam,2,0,17,0,8.50,0,0
533,2018/19,13th,Jan 13 2019,Mohammad Hafeez,4,0,22,2,5.50,0,0
534,2018/19,12th,Jan 12 2019,Rubel Hossain,3,0,22,3,7.33,1,0
526,2018/19,20th,Jan 18 2019,Ariful Haque,1,0,13,0,13.00,1,0
534,2018/19,12th,Jan 12 2019,Al Islam,4,0,14,1,3.50,0,0
518,2018/19,28th,Jan 23 2019,Sohail Tanvir,3,0,28,0,9.33,3,0
518,2018/19,28th,Jan 23 2019,Taskin Ahmed,4,0,35,2,8.75,2,0
524,2018/19,22nd,Jan 19 2019,Subashis Roy,4,0,38,0,9.50,1,0
521,2018/19,25th,Jan 22 2019,Mashrafe Mortaza,4,0,17,1,4.25,2,0
520,2018/19,26th,Jan 22 2019,Andre Russell,4,0,27,2,6.75,3,0
525,2018/19,21st,Jan 19 2019,Nazmul Islam,2,0,18,0,9.00,1,0
518,2018/19,28th,Jan 23 2019,Mohammad Irfan,4,0,37,0,9.25,1,0
523,2018/19,23rd,Jan 21 2019,Mohammad Saifuddin,4,0,31,0,7.75,0,0
524,2018/19,22nd,Jan 19 2019,Lasith Malinga,4,0,44,0,11.00,0,0
521,2018/19,25th,Jan 22 2019,Sohag Gazi,2,0,30,0,15.00,0,0
520,2018/19,26th,Jan 22 2019,Shakib Al Hasan,4,0,24,3,6.00,1,0
522,2018/19,24th,Jan 21 2019,Robbie Frylinck,3,0,19,2,6.33,0,0
525,2018/19,21st,Jan 19 2019,Mashrafe Mortaza,4,0,31,2,7.75,1,0
519,2018/19,27th,Jan 23 2019,Robbie Frylinck,4,0,31,1,7.75,0,0
518,2018/19,28th,Jan 23 2019,Mohammad Nawaz,4,0,26,2,6.50,1,0
523,2018/19,23rd,Jan 21 2019,Mahedi Hasan,1,0,4,1,4.00,0,0
524,2018/19,22nd,Jan 19 2019,Shoriful Islam,3,0,47,1,15.66,1,0
